"gID","number","vh","team","clock","action","text","vscore","hscore","url","timestamp"
"1739096",36,"V","MIA","39:38","SHOT","Shot by MIAMI King, Jordan, bottom center, saved by goal keeper.",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",37,"V","MIA","42:37","SHOT","Shot by MIAMI Winnett, Olivia.",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",38,"V","MIA","42:42","SHOT","Shot by MIAMI Winnett, Olivia, bottom right, saved by goal keeper.",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",39,"V","MIA","43:58","FOUL","Foul on Gill, Elle.",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",42,"V","MIA","45:00","FOR","FOR MIAMI: , #22 Fleck, Reagan, #18 Winnett, Olivia, #17 Spinell, Soph, #00 Parker, Lauren, #25 DeMarco, Kristina, #21 King, Jordan, #3 Klika, Tyler, #6 Sexton, Emily, #23 Sears, Bronwen, #26 Kerr, Keara, #27 Balconi, Riley.",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",51,"V","MIA","45:00","SUB","MIAMI substitution: Spinell, Soph for Casmere, Abby.",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",52,"V","MIA","45:00","SUB","MIAMI substitution: DeMarco, Kristina for Gray, Kennedy.",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",53,"V","MIA","45:00","SUB","MIAMI substitution: Klika, Tyler for Gill, Elle.",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",65,"V","MIA","58:55","SUB","MIAMI substitution: Gray, Kennedy for DeMarco, Kristina.",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",66,"V","MIA","58:55","SUB","MIAMI substitution: Gill, Elle for Klika, Tyler.",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",67,"V","MIA","59:10","FOUL","Foul on Sexton, Emily.",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",73,"V","MIA","65:01","FOUL","Foul on Gill, Elle.",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",76,"V","MIA","65:42","SUB","MIAMI substitution: Casmere, Abby for Kerr, Keara.",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",79,"V","MIA","68:30","OFFSIDE","Offside against Miami (OH).",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",84,"V","MIA","73:06","FOUL","Foul on Spinell, Soph.",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",85,"V","MIA","73:44","FOUL","Foul on Gill, Elle.",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",87,"V","MIA","74:14","SHOT","Shot by MIAMI Winnett, Olivia.",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",88,"V","MIA","74:33","OFFSIDE","Offside against Miami (OH).",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",90,"V","MIA","76:18","SUB","MIAMI substitution: Kerr, Keara for Spinell, Soph.",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",92,"V","MIA","76:44","CORNER","Corner kick [76:44].",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",93,"V","MIA","77:07","GOAL","GOAL by MIAMI Kerr, Keara Assist by Balconi, Riley and King, Jordan.",1,4,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",96,"V","MIA",NA,"FOUL","Foul on Balconi, Riley",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",102,"V","MIA","79:34","SUB","MIAMI substitution: Klika, Tyler for Winnett, Olivia.",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",103,"V","MIA","79:34","SUB","MIAMI substitution: Spinell, Soph for Casmere, Abby.",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739096",105,"V","MIA","82:09","SHOT","Shot by MIAMI King, Jordan, bottom center, saved by goal keeper.",NA,NA,"http://miamiredhawks.com.s3.amazonaws.com/stats/wsoc/2019/20190823113609-28120.XML",NA
"1739301",1,"V","TOL","00:00","GOALIE","Brewer, Adrianna at goalie for Toledo",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",2,"V","TOL","01:28","FOUL","Foul on Rodriguez, Elbony.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",5,"V","TOL","04:56","FOUL","Foul on Bufe, Sheridan.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",7,"V","TOL","06:01","SHOT","Shot by TOL Currie, Stephanie.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",11,"V","TOL","14:01","FOUL","Foul on Cahalan, Claire.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",13,"V","TOL","16:53","FOUL","Foul on Currie, Stephanie.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",15,"V","TOL","18:39","SUB","TOL substitution: Garcia, Ariana for Rodriguez, Elbony.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",16,"V","TOL","20:39","SUB","TOL substitution: Sullivan, Payton for Bufe, Sheridan.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",19,"V","TOL","24:50","FOUL","Foul on Medalle, Madison.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",20,"V","TOL","25:32","SHOT","Shot by TOL Medalle, Madison, bottom center, saved by goal keeper.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",24,"V","TOL","26:27","SUB","TOL substitution: Mancini, Anita for Troy, Alex.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",25,"V","TOL","26:40","SUB","TOL substitution: Demboski, Abby for Cahalan, Claire.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",28,"V","TOL","29:48","SUB","TOL substitution: Michaels, Rylee for Clark, Marcy.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",34,"V","TOL","33:04","SUB","TOL substitution: Woodworth, Tatiana  for Medalle, Madison.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",35,"V","TOL","33:04","SUB","TOL substitution: Fowler, Josie for Garcia, Ariana.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",51,"V","TOL","45:00","SUB","TOL substitution: Garcia, Ariana for Topolewski, Rachelle.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",53,"V","TOL","45:00","FOR","FOR TOL: , #10 Garcia, Ariana, #9 Bufe, Sheridan, #13 Cahalan, Claire, #22 Sullivan, Payton, #18 Clark, Marcy, #23 Troy, Alex, #15 Cassel, Ashton, #29 Brewer, Adrianna, #16 Medalle, Madison, #17 Wilhoite, Maddie, #14 Currie, Stephanie.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",62,"V","TOL","45:00","SUB","TOL substitution: Bufe, Sheridan for Sullivan, Payton.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",63,"V","TOL","45:00","SUB","TOL substitution: Cahalan, Claire for Mancini, Anita.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",64,"V","TOL","45:00","SUB","TOL substitution: Sullivan, Payton for Demboski, Abby.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",65,"V","TOL","45:00","SUB","TOL substitution: Clark, Marcy for Fowler, Josie.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",66,"V","TOL","45:00","SUB","TOL substitution: Troy, Alex for Lueck, Betsy .",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",67,"V","TOL","45:00","SUB","TOL substitution: Medalle, Madison for Michaels, Rylee.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",68,"V","TOL","45:00","SUB","TOL substitution: Wilhoite, Maddie for Woodworth, Tatiana .",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",69,"V","TOL","49:19","FOUL","Foul on Cahalan, Claire.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",72,"V","TOL","54:38","OFFSIDE","Offside against Toledo.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",74,"V","TOL","55:46","SHOT","Shot by TOL Medalle, Madison, bottom center, saved by goal keeper.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",78,"V","TOL","59:45","SUB","TOL substitution: Mancini, Anita for Currie, Stephanie.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",86,"V","TOL","65:10","SUB","TOL substitution: Currie, Stephanie for Medalle, Madison.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",87,"V","TOL","66:43","SUB","TOL substitution: Topolewski, Rachelle for Bufe, Sheridan.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",88,"V","TOL","68:41","SUB","TOL substitution: Rodriguez, Elbony for Garcia, Ariana.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",89,"V","TOL","68:41","SUB","TOL substitution: Demboski, Abby for Cassel, Ashton.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",91,"V","TOL","70:07","CORNER","Corner kick [70:07].",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",92,"V","TOL","70:26","SHOT","Shot by TOL Demboski, Abby, out top.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",93,"V","TOL","71:09","FOUL","Foul on Sullivan, Payton.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",94,"V","TOL","74:16","OFFSIDE","Offside against Toledo.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",95,"V","TOL","74:47","SUB","TOL substitution: Medalle, Madison for Troy, Alex.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",98,"V","TOL","77:49","SUB","TOL substitution: Cassel, Ashton for Cahalan, Claire.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",99,"V","TOL","77:49","SUB","TOL substitution: Michaels, Rylee for Sullivan, Payton.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",107,"V","TOL","81:33","SUB","TOL substitution: Beaumont, Allison for Rodriguez, Elbony.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",108,"V","TOL","81:33","SUB","TOL substitution: Woodworth, Tatiana  for Medalle, Madison.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",109,"V","TOL","81:33","SUB","TOL substitution: Troy, Alex for Currie, Stephanie.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",110,"V","TOL","82:56","SUB","TOL substitution: Young, Olivia for Clark, Marcy.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739301",116,"V","TOL","86:46","SUB","TOL substitution: Fowler, Josie for Cassel, Ashton.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/utrockets.com/stats/wsoc/2019/20190826102355-20190826100209-28533.XML",NA
"1739356",1,"V","NIU","00:00","GOALIE","Lentz, Julia at goalie for Northern Illinois",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",4,"V","NIU","08:13","SHOT","Shot by NIU Quidzinski, Trudy, bottom right, saved by goal keeper.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",9,"V","NIU","18:17","SUB","NIU substitution: Avery, Sarah for Neslund, Lauren.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",13,"V","NIU","22:41","SUB","NIU substitution: McHugh, Abby for Chope, Kelsey.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",19,"V","NIU","31:19","SUB","NIU substitution: Sabo, Isabella for Quidzinski, Trudy.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",21,"V","NIU","33:53","SUB","NIU substitution: Kroupa, Hannah for Dominguez, Kyleigh.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",23,"V","NIU","36:43","SUB","NIU substitution: Cramblett, Emma for Barham, Nicole.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",28,"V","NIU","39:51","FOUL","Foul on McHugh, Abby.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",34,"V","NIU","45:00","FOR","FOR NIU: , #19 Dominguez, Kyleigh, #16 Avery, Sarah, #14 Chope, Kelsey, #23 Nailor, Jennie, #18 Czerniak, Amanda, #1 Lentz, Julia, #5 Lewey, Jenna, #20 Quidzinski, Trudy, #22 Hermeyer, Kylee, #10 Cramblett, Emma, #8 Whitaker, Allison.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",42,"V","NIU","45:00","SUB","NIU substitution: Dominguez, Kyleigh for Kroupa, Hannah.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",43,"V","NIU","45:00","SUB","NIU substitution: Chope, Kelsey for McHugh, Abby.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",44,"V","NIU","45:00","SUB","NIU substitution: Quidzinski, Trudy for Sabo, Isabella.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",46,"V","NIU","47:04","SHOT","Shot by NIU Cramblett, Emma, bottom right, saved by goal keeper.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",47,"V","NIU","51:18","SHOT","Shot by NIU Quidzinski, Trudy.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",48,"V","NIU","51:31","CORNER","Corner kick [51:31].",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",53,"V","NIU","57:58","CORNER","Corner kick [57:58].",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",59,"V","NIU","61:54","SUB","NIU substitution: Barham, Nicole for Cramblett, Emma.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",60,"V","NIU","62:37","SUB","NIU substitution: Fullriede, Allie for Chope, Kelsey.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",63,"V","NIU","69:03","SUB","NIU substitution: Sabo, Isabella for Quidzinski, Trudy.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",64,"V","NIU","69:03","SUB","NIU substitution: Kroupa, Hannah for Dominguez, Kyleigh.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",65,"V","NIU","70:16","SUB","NIU substitution: Kaufmann, Madison for Lewey, Jenna.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",69,"V","NIU","73:21","SHOT","Shot by NIU Kroupa, Hannah, out top.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",70,"V","NIU","74:32","FOUL","Foul on Barham, Nicole.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",71,"V","NIU","76:08","FOUL","Foul on Sabo, Isabella.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",74,"V","NIU","77:07","SUB","NIU substitution: Quidzinski, Trudy for Fullriede, Allie.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",79,"V","NIU","78:24","CORNER","Corner kick [78:24].",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",81,"V","NIU","78:54","PENSHOT","NIU Trudy Quidzinski PENALTY KICK GOAL.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",82,"V","NIU","78:54","SUB","NIU substitution: Neary, Julia for Czerniak, Amanda.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",83,"V","NIU","79:41","FOUL","Foul on Neary, Julia.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",94,"V","NIU","86:36","OFFSIDE","Offside against Northern Illinois.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",95,"V","NIU","86:50","SUB","NIU substitution: Chope, Kelsey for Sabo, Isabella.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739356",96,"V","NIU","89:20","SHOT","Shot by NIU Quidzinski, Trudy.",NA,NA,"http://sidearm.sites.s3.amazonaws.com/niuhuskies.com/stats/wsoc/2019/20190825094239-28645.XML",NA
"1739359",1,"V","OHIO","00:00","GOALIE","Malham, Sydney at goalie for Ohio",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/ohio/wsoc/2019/20190825093843-OHIOSOC2.xml",NA
"1739359",2,"V","OHIO","05:45","FOUL","Foul on Townsend, Abby.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/ohio/wsoc/2019/20190825093843-OHIOSOC2.xml",NA
"1739359",3,"V","OHIO","08:29","FOUL","Foul on Breeden, Victoria.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/ohio/wsoc/2019/20190825093843-OHIOSOC2.xml",NA
"1739359",5,"V","OHIO","11:05","FOUL","Foul on Daugerdas, Courtney.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/ohio/wsoc/2019/20190825093843-OHIOSOC2.xml",NA
"1739359",6,"V","OHIO","16:00","SHOT","Shot by OHI Collica, Morgan, blocked.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/ohio/wsoc/2019/20190825093843-OHIOSOC2.xml",NA
"1739359",7,"V","OHIO","16:19","SHOT","Shot by OHI Daugerdas, Courtney, out left.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/ohio/wsoc/2019/20190825093843-OHIOSOC2.xml",NA
"1739359",8,"V","OHIO","16:37","FOUL","Foul on Collica, Morgan.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/ohio/wsoc/2019/20190825093843-OHIOSOC2.xml",NA
"1739359",10,"V","OHIO","19:31","FOUL","Foul on Milesky, Alivia.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/ohio/wsoc/2019/20190825093843-OHIOSOC2.xml",NA
"1739359",12,"V","OHIO","23:44","SHOT","Shot by OHI Leckie, Sydney, top left, saved by goal keeper.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/ohio/wsoc/2019/20190825093843-OHIOSOC2.xml",NA
"1739359",13,"V","OHIO","23:56","CORNER","Corner kick [23:56].",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/ohio/wsoc/2019/20190825093843-OHIOSOC2.xml",NA
"1739359",14,"V","OHIO","24:24","SHOT","Shot by OHI Santacaterina, Jenni, out top right.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/ohio/wsoc/2019/20190825093843-OHIOSOC2.xml",NA
"1739359",15,"V","OHIO","25:11","SUB","OHI substitution: Young, Maddie for Dirrig, Sarina.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/ohio/wsoc/2019/20190825093843-OHIOSOC2.xml",NA
"1739359",16,"V","OHIO","25:11","SUB","OHI substitution: McGuire, Heather for Knorr, Paige.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/ohio/wsoc/2019/20190825093843-OHIOSOC2.xml",NA
"1739359",23,"V","OHIO","29:38","SHOT","Shot by OHI Milesky, Alivia, out top left.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/ohio/wsoc/2019/20190825093843-OHIOSOC2.xml",NA
"1739359",24,"V","OHIO","30:08","SUB","OHI substitution: Townsend, Lindsay for Santacaterina, Jenni.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/ohio/wsoc/2019/20190825093843-OHIOSOC2.xml",NA
"1739359",25,"V","OHIO","30:08","SUB","OHI substitution: Dickerson, Taylor for Daugerdas, Courtney.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/ohio/wsoc/2019/20190825093843-OHIOSOC2.xml",NA
"1739359",29,"V","OHIO","35:17","SHOT","Shot by OHI Townsend, Abby.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/ohio/wsoc/2019/20190825093843-OHIOSOC2.xml",NA
"1739359",30,"V","OHIO","35:49","SUB","OHI substitution: Page, Olivia for Milesky, Alivia.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/ohio/wsoc/2019/20190825093843-OHIOSOC2.xml",NA
"1739359",31,"V","OHIO","35:49","SUB","OHI substitution: Darrow, Olivia for Leckie, Sydney.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/ohio/wsoc/2019/20190825093843-OHIOSOC2.xml",NA
"1739359",32,"V","OHIO","35:49","SUB","OHI substitution: Whalen, Tristan for Townsend, Abby.",NA,NA,"https://s3.amazonaws.com/sidearm.sites/mac-sports/stats/outside_schools/ohio/wsoc/2019/20190825093843-OHIOSOC2.xml",NA
